Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
SPROHSA14857	SPROHSA14857	SPROHSA14857		99	false	false		SPROHSA14857		12.12	1.0000	0.9862	0.00083194675541	2	0	2	2	0	2	     0	     0	     0	9M(15.9949)		SPROHSA14858, SPROHSA17344
SPROHSA148601	SPROHSA148601	SPROHSA148601		69	false	false		SPROHSA148601		14.49	1.0000	0.9924	0.00083194675541	1	0	1	2	0	2	     0	     0	     0	3M(15.9949)		SPROHSA148603, SPROHSA195453, SPROHSA197911, SPROHSA197912, SPROHSA20583, SPROHSA230556, SPROHSA237257, SPROHSA238505, SPROHSA272312, SPROHSA284878, SPROHSA284879, SPROHSA297700, SPROHSA297702, SPROHSA297703, SPROHSA30891, SPROHSA3979, SPROHSA51998, SPROHSA64502, SPROHSA7703
SPROHSA148609	SPROHSA148609	SPROHSA148609		75	false	false		SPROHSA148609		12.00	1.0000	0.9922	0.00083194675541	1	0	1	2	0	2	     0	     0	     0			SPROHSA235655, SPROHSA278318, SPROHSA345602, SPROHSA52096
SPROHSA148724	SPROHSA148724	SPROHSA148724		44	false	false		SPROHSA148724		20.45	1.0000	0.9965	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA265682, SPROHSA280516, SPROHSA383531, SPROHSA55799, SPROHSA82014
SPROHSA148742	SPROHSA148742	SPROHSA148742		50	false	false		SPROHSA148742		18.00	1.0000	0.9978	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA148743, SPROHSA274083, SPROHSA382938, SPROHSA382939
SPROHSA149048	SPROHSA149048	SPROHSA149048		23	false	false		SPROHSA149048		47.83	1.0000	0.9956	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA47093, SPROHSA77874
SPROHSA149285	SPROHSA149285	SPROHSA149285		75	false	false		SPROHSA149285		12.00	1.0000	0.9982	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA20910, SPROHSA26063, SPROHSA40262
SPROHSA149591	SPROHSA149591	SPROHSA149591		79	false	false		SPROHSA149591		13.92	1.0000	0.9975	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA18294, SPROHSA82369
SPROHSA149791	SPROHSA149791	SPROHSA149791		22	false	false		SPROHSA149791		45.45	1.0000	0.9935	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			SPROHSA63735
SPROHSA150055	SPROHSA150055	SPROHSA150055		82	false	false		SPROHSA150055		10.98	1.0000	0.9781	0.00214745884037	1	0	1	1	0	1	     0	     0	     0			
SPROHSA150167	SPROHSA150167	SPROHSA150167		64	false	false		SPROHSA150167		14.06	1.0000	0.9916	0.00083194675541	1	1	1	1	1	1	     0	     0	     0			
SPROHSA150235	SPROHSA150235	SPROHSA150235		97	false	false		SPROHSA150235		10.31	1.0000	0.9965	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA150236, SPROHSA289389
SPROHSA151066	SPROHSA151066	SPROHSA151066		37	false	false		SPROHSA151066		29.73	1.0000	0.9236	0.01501877346683	1	1	1	1	1	1	     0	     0	     0	7M(15.9949)		
SPROHSA151143	SPROHSA151143	SPROHSA151143		55	false	false		SPROHSA151143		16.36	1.0000	0.9904	0.00083194675541	2	0	2	3	0	3	     0	     0	     0			SPROHSA177614, SPROHSA266338, SPROHSA279089, SPROHSA308140, SPROHSA330876, SPROHSA330877, SPROHSA362942, SPROHSA58021, SPROHSA97013
SPROHSA15126	SPROHSA15126	SPROHSA15126		72	false	false		SPROHSA15126		12.50	1.0000	0.9818	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA184626, SPROHSA2160, SPROHSA256510, SPROHSA312230
SPROHSA151288	SPROHSA151288	SPROHSA151288		45	false	false		SPROHSA151288		20.00	1.0000	0.9884	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA275440, SPROHSA325282, SPROHSA326246, SPROHSA79653, SPROHSA85601
SPROHSA151363	SPROHSA151363	SPROHSA151363		42	false	false		SPROHSA151363		21.43	1.0000	0.9920	0.00083194675541	1	0	1	2	0	2	     0	     0	     0	9M(15.9949)		SPROHSA202003, SPROHSA230857, SPROHSA244035, SPROHSA268319, SPROHSA27213
SPROHSA151364	SPROHSA151364	SPROHSA151364		58	false	false		SPROHSA151364		17.24	1.0000	0.9963	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA230858, SPROHSA268320, SPROHSA41392, SPROHSA86038
SPROHSA151499	SPROHSA151499	SPROHSA151499		93	false	false		SPROHSA151499		11.83	1.0000	0.9988	0.00000000000000	1	0	1	3	0	3	     0	     0	     0	11M(15.9949), 8M(15.9949)		SPROHSA76874
SPROHSA151722	SPROHSA151722	SPROHSA151722		17	false	false		SPROHSA151722		52.94	1.0000	0.9657	0.00339558573854	1	0	1	3	0	3	     0	     0	     0			SPROHSA155833, SPROHSA160138, SPROHSA23245, SPROHSA237444, SPROHSA242577, SPROHSA256256, SPROHSA282065, SPROHSA302591, SPROHSA3187, SPROHSA320726, SPROHSA3442, SPROHSA357417
SPROHSA151806	SPROHSA151806	SPROHSA151806		37	false	false		SPROHSA151806		24.32	1.0000	0.9746	0.00288184438040	1	0	1	2	0	2	     0	     0	     0	1M(15.9949)		SPROHSA151807
SPROHSA15210	SPROHSA15210	SPROHSA15210		90	false	false		SPROHSA15210		11.11	1.0000	0.9875	0.00083194675541	2	0	2	4	0	4	     0	     0	     0			SPROHSA153008, SPROHSA59783, SPROHSA83013
SPROHSA152439	SPROHSA152439	SPROHSA152439		52	false	false		SPROHSA152439		26.92	1.0000	0.9980	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			
SPROHSA15263	SPROHSA15263	SPROHSA15263		84	false	false		SPROHSA15263		25.00	1.0000	0.9958	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			SPROHSA357674, SPROHSA368589, SPROHSA5432, SPROHSA86618
SPROHSA152918	SPROHSA152918	SPROHSA152918		65	false	false		SPROHSA152918		13.85	1.0000	0.9782	0.00214745884037	1	0	1	2	0	2	     0	     0	     0			SPROHSA175565, SPROHSA272249
SPROHSA153299	SPROHSA153299	SPROHSA153299		87	false	false		SPROHSA153299		22.99	1.0000	0.9905	0.00083194675541	2	0	2	3	0	3	     0	     0	     0	5M(15.9949)		SPROHSA227231, SPROHSA268856, SPROHSA272578, SPROHSA380785
SPROHSA153832	SPROHSA153832	SPROHSA153832		95	false	false		SPROHSA153832		9.47	1.0000	0.9858	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA191132, SPROHSA66735
SPROHSA153844	SPROHSA153844	SPROHSA153844		86	false	false		SPROHSA153844		10.47	1.0000	0.9898	0.00083194675541	2	0	2	3	0	3	     0	     0	     0			SPROHSA227684, SPROHSA228099, SPROHSA251759, SPROHSA319000, SPROHSA344004, SPROHSA63171, SPROHSA67063
SPROHSA153868	SPROHSA153868	SPROHSA153868		45	false	false		SPROHSA153868		22.22	1.0000	0.9987	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			SPROHSA3528, SPROHSA44914, SPROHSA64460, SPROHSA67503, SPROHSA80288, SPROHSA92695
SPROHSA154419	SPROHSA154419	SPROHSA154419		69	false	false		SPROHSA154419		13.04	1.0000	0.9805	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA261743, SPROHSA381997
SPROHSA154466	SPROHSA154466	SPROHSA154466		88	false	false		SPROHSA154466		10.23	1.0000	0.9825	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA154467, SPROHSA154468, SPROHSA154469, SPROHSA298328, SPROHSA78199, SPROHSA78200, SPROHSA78201, SPROHSA78202
SPROHSA154805	SPROHSA154805	SPROHSA154805		51	false	false		SPROHSA154805		17.65	1.0000	0.9808	0.00144822592324	1	0	1	2	0	2	     0	     0	     0			SPROHSA366746, SPROHSA57375, SPROHSA64462
SPROHSA154901	SPROHSA154901	SPROHSA154901		54	false	false		SPROHSA154901		18.52	1.0000	0.9919	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA88031
SPROHSA15539	SPROHSA15539	SPROHSA15539		73	false	false		SPROHSA15539		15.07	1.0000	0.9980	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA207861, SPROHSA8018
SPROHSA155709	SPROHSA155709	SPROHSA155709		93	false	false		SPROHSA155709		9.68	1.0000	0.9967	0.00000000000000	1	0	1	1	0	1	     0	     0	     0	7C(119.0041)		SPROHSA392872
SPROHSA155954	SPROHSA155954	SPROHSA155954		91	false	false		SPROHSA155954		23.08	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			
SPROHSA156080	SPROHSA156080	SPROHSA156080		93	false	false		SPROHSA156080		9.68	1.0000	0.9676	0.00288184438040	2	0	2	3	0	3	     0	     0	     0			SPROHSA341239, SPROHSA364090
SPROHSA157560	SPROHSA157560	SPROHSA157560		56	false	false		SPROHSA157560		37.50	1.0000	0.9936	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			SPROHSA349026, SPROHSA355384, SPROHSA54248
SPROHSA157987	SPROHSA157987	SPROHSA157987		72	false	false		SPROHSA157987		12.50	1.0000	0.9842	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA67355
SPROHSA158576	SPROHSA158576	SPROHSA158576		70	false	false		SPROHSA158576		12.86	1.0000	0.9859	0.00083194675541	2	0	2	3	0	3	     0	     0	     0			SPROHSA158702, SPROHSA168311
SPROHSA158577	SPROHSA158577	SPROHSA158577		74	false	false		SPROHSA158577		13.51	1.0000	0.9804	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA158578, SPROHSA158732, SPROHSA158733, SPROHSA158734, SPROHSA171295, SPROHSA171296, SPROHSA171297, SPROHSA172196, SPROHSA172197, SPROHSA318475
SPROHSA158709	SPROHSA158709	SPROHSA158709		53	false	false		SPROHSA158709		39.62	1.0000	0.9945	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			SPROHSA234284, SPROHSA331841, SPROHSA98479
SPROHSA158873	SPROHSA158873	SPROHSA158873		57	false	false		SPROHSA158873		17.54	1.0000	0.9986	0.00000000000000	1	0	1	4	0	4	     0	     0	     0	1M(15.9949), 2M(15.9949)		SPROHSA188812, SPROHSA195970, SPROHSA307237, SPROHSA313535, SPROHSA318773, SPROHSA350386
SPROHSA159325	SPROHSA159325	SPROHSA159325		85	false	false		SPROHSA159325		10.59	1.0000	0.9696	0.00288184438040	1	0	1	1	0	1	     0	     0	     0	3M(15.9949), 8C(119.0041)		SPROHSA226712, SPROHSA271605, SPROHSA283869, SPROHSA31484, SPROHSA3256, SPROHSA32915, SPROHSA4415, SPROHSA9127
SPROHSA15945	SPROHSA15945	SPROHSA15945		98	false	false		SPROHSA15945		10.20	1.0000	0.9972	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA18490
SPROHSA159560	SPROHSA159560	SPROHSA159560		65	false	false		SPROHSA159560		13.85	1.0000	0.9859	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA165189, SPROHSA180387, SPROHSA190082, SPROHSA226029, SPROHSA374338
SPROHSA159661	SPROHSA159661	SPROHSA159661		52	false	false		SPROHSA159661		21.15	1.0000	0.9774	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA226605
SPROHSA160108	SPROHSA160108	SPROHSA160108		92	false	false		SPROHSA160108		15.22	1.0000	0.9890	0.00083194675541	2	0	2	2	0	2	     0	     0	     0			SPROHSA242470, SPROHSA276515
SPROHSA160169	SPROHSA160169	SPROHSA160169		90	false	false		SPROHSA160169		11.11	1.0000	0.9931	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA243328, SPROHSA249695, SPROHSA73690
SPROHSA160245	SPROHSA160245	SPROHSA160245		71	false	false		SPROHSA160245		14.08	1.0000	0.9936	0.00000000000000	1	0	1	2	0	2	     0	     0	     0	8M(15.9949)		SPROHSA160246, SPROHSA244550, SPROHSA287236, SPROHSA287237, SPROHSA290956, SPROHSA305876, SPROHSA33534, SPROHSA338122, SPROHSA37673, SPROHSA62538, SPROHSA62539, SPROHSA93348
SPROHSA160560	SPROHSA160560	SPROHSA160560		70	false	false		SPROHSA160560		14.29	1.0000	0.9975	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA317276, SPROHSA327512, SPROHSA338663, SPROHSA378443
SPROHSA161261	SPROHSA161261	SPROHSA161261		87	false	false		SPROHSA161261		28.74	1.0000	0.9989	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			SPROHSA326063, SPROHSA364523, SPROHSA61023, SPROHSA66843
SPROHSA161289	SPROHSA161289	SPROHSA161289		99	false	false		SPROHSA161289		9.09	1.0000	0.9916	0.00083194675541	2	0	2	3	0	3	     0	     0	     0			SPROHSA161290, SPROHSA327764
SPROHSA161335	SPROHSA161335	SPROHSA161335		100	false	false		SPROHSA161335		13.00	1.0000	0.9970	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA187112
SPROHSA162407	SPROHSA162407	SPROHSA162407		70	false	false		SPROHSA162407		12.86	1.0000	0.9948	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA192331, SPROHSA238669
SPROHSA162665	SPROHSA162665	SPROHSA162665		63	false	false		SPROHSA162665		46.03	1.0000	0.9727	0.00288184438040	2	0	2	3	0	3	     0	     0	     0			SPROHSA162666, SPROHSA240931, SPROHSA240932, SPROHSA27893, SPROHSA341415, SPROHSA341416, SPROHSA73065
SPROHSA162855	SPROHSA162855	SPROHSA162855		100	false	false		SPROHSA162855		9.00	1.0000	0.9966	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA227167, SPROHSA237176, SPROHSA243163, SPROHSA320220
SPROHSA163032	SPROHSA163032	SPROHSA163032		54	false	false		SPROHSA163032		25.93	1.0000	0.9990	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA163033, SPROHSA300117, SPROHSA312592, SPROHSA378016, SPROHSA83912
SPROHSA163431	SPROHSA163431	SPROHSA163431		79	false	false		SPROHSA163431		12.66	1.0000	0.9967	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA266057, SPROHSA274199, SPROHSA333294, SPROHSA51278
SPROHSA163517	SPROHSA163517	SPROHSA163517		98	false	false		SPROHSA163517		9.18	1.0000	0.9979	0.00000000000000	2	0	2	4	0	4	     0	     0	     0	8M(15.9949), 9M(15.9949)		SPROHSA233833, SPROHSA234198, SPROHSA332123
SPROHSA1637	SPROHSA1637	SPROHSA1637		89	false	false		SPROHSA1637		11.24	1.0000	0.9818	0.00144822592324	1	0	1	2	0	2	     0	     0	     0			SPROHSA192930, SPROHSA345737, SPROHSA368318
SPROHSA163705	SPROHSA163705	SPROHSA163705		98	false	false		SPROHSA163705		12.24	1.0000	0.9989	0.00000000000000	6	0	6	17	0	17	     0	     0	     0			SPROHSA178764, SPROHSA240235, SPROHSA323305, SPROHSA337249, SPROHSA344629
SPROHSA163915	SPROHSA163915	SPROHSA163915		49	false	false		SPROHSA163915		18.37	1.0000	0.9714	0.00288184438040	1	0	1	1	0	1	     0	     0	     0	6M(15.9949)		SPROHSA182433, SPROHSA239061, SPROHSA241260, SPROHSA327779, SPROHSA381292
SPROHSA164390	SPROHSA164390	SPROHSA164390		91	false	false		SPROHSA164390		9.89	1.0000	0.9776	0.00288184438040	1	0	1	3	0	3	     0	     0	     0	7C(119.0041)		SPROHSA285052
SPROHSA164713	SPROHSA164713	SPROHSA164713		50	false	false		SPROHSA164713		22.00	1.0000	0.9928	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			
SPROHSA164925	SPROHSA164925	SPROHSA164925		41	false	false		SPROHSA164925		26.83	1.0000	0.9987	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
SPROHSA165477	SPROHSA165477	SPROHSA165477		62	false	false		SPROHSA165477		14.52	1.0000	0.9706	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA165478, SPROHSA18236, SPROHSA197120, SPROHSA285980, SPROHSA285981, SPROHSA308023, SPROHSA329470, SPROHSA358678, SPROHSA73087, SPROHSA73088
SPROHSA165904	SPROHSA165904	SPROHSA165904		75	false	false		SPROHSA165904		21.33	1.0000	0.9990	0.00000000000000	3	0	3	3	0	3	     0	     0	     0			SPROHSA165905, SPROHSA165906, SPROHSA242978, SPROHSA242979, SPROHSA242980, SPROHSA7115
SPROHSA166149	SPROHSA166149	SPROHSA166149		96	false	false		SPROHSA166149		11.46	1.0000	0.9922	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA224306, SPROHSA262201, SPROHSA376742
SPROHSA166450	SPROHSA166450	SPROHSA166450		40	false	false		SPROHSA166450		25.00	1.0000	0.9829	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA166451, SPROHSA166452, SPROHSA166453, SPROHSA166454, SPROHSA166455, SPROHSA214897, SPROHSA214898, SPROHSA214899, SPROHSA214900, SPROHSA214901, SPROHSA312647, SPROHSA312648, SPROHSA312649, SPROHSA312650, SPROHSA312651, SPROHSA312652, SPROHSA39783, SPROHSA39784, SPROHSA39785, SPROHSA39786, SPROHSA39787, SPROHSA85164, SPROHSA85165, SPROHSA85166, SPROHSA85167, SPROHSA85168, SPROHSA85169
SPROHSA16648	SPROHSA16648	SPROHSA16648		92	false	false		SPROHSA16648		14.13	1.0000	0.9813	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA16649, SPROHSA175241, SPROHSA251890, SPROHSA338617, SPROHSA338618, SPROHSA338619, SPROHSA349803, SPROHSA356278, SPROHSA3830, SPROHSA50575, SPROHSA50576, SPROHSA50577, SPROHSA50578, SPROHSA50579, SPROHSA50580, SPROHSA73146
SPROHSA166805	SPROHSA166805	SPROHSA166805		76	false	false		SPROHSA166805		14.47	1.0000	0.9961	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA18842
SPROHSA166821	SPROHSA166821	SPROHSA166821		43	false	false		SPROHSA166821		25.58	1.0000	0.9922	0.00083194675541	1	0	1	2	0	2	     0	     0	     0			
SPROHSA167108	SPROHSA167108	SPROHSA167108		68	false	false		SPROHSA167108		13.24	1.0000	0.9912	0.00083194675541	1	0	1	2	0	2	     0	     0	     0			SPROHSA29319, SPROHSA319136
SPROHSA167138	SPROHSA167138	SPROHSA167138		50	false	false		SPROHSA167138		18.00	1.0000	0.9972	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA18160, SPROHSA71738
SPROHSA167258	SPROHSA167258	SPROHSA167258		77	false	false		SPROHSA167258		27.27	1.0000	0.9988	0.00000000000000	5	0	5	12	0	12	     0	     0	     0	2M(15.9949)		SPROHSA41081, SPROHSA42392
SPROHSA167272	SPROHSA167272	SPROHSA167272		83	false	false		SPROHSA167272		10.84	1.0000	0.9679	0.00288184438040	1	0	1	1	0	1	     0	     0	     0	1C(119.0041)		SPROHSA378973, SPROHSA60894
SPROHSA167799	SPROHSA167799	SPROHSA167799		74	false	false		SPROHSA167799		14.86	1.0000	0.9983	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA32805, SPROHSA32806, SPROHSA332076, SPROHSA4289, SPROHSA4290, SPROHSA755
SPROHSA168288	SPROHSA168288	SPROHSA168288		44	false	false		SPROHSA168288		20.45	1.0000	0.9904	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			
SPROHSA16847	SPROHSA16847	SPROHSA16847		40	false	false		SPROHSA16847		30.00	1.0000	0.9498	0.00679281901989	2	0	2	2	0	2	     0	     0	     0			SPROHSA16848, SPROHSA64568, SPROHSA64569, SPROHSA64570
SPROHSA168637	SPROHSA168637	SPROHSA168637		52	false	false		SPROHSA168637		19.23	1.0000	0.9977	0.00000000000000	1	0	1	3	0	3	     0	     0	     0	10M(15.9949)		SPROHSA249362, SPROHSA605
SPROHSA168898	SPROHSA168898	SPROHSA168898		100	false	false		SPROHSA168898		9.00	1.0000	0.9921	0.00083194675541	1	1	1	2	2	2	     0	     0	     0			
SPROHSA168923	SPROHSA168923	SPROHSA168923		27	false	false		SPROHSA168923		37.04	1.0000	0.9973	0.00000000000000	1	0	1	1	0	1	     0	     0	     0	8C(119.0041)		SPROHSA168925, SPROHSA261844, SPROHSA261845
SPROHSA169407	SPROHSA169407	SPROHSA169407		100	false	false		SPROHSA169407		43.00	1.0000	0.9990	0.00000000000000	4	0	4	8	0	8	     0	     0	     0	1M(15.9949)		
SPROHSA169711	SPROHSA169711	SPROHSA169711		41	false	false		SPROHSA169711		21.95	1.0000	0.9767	0.00288184438040	1	0	1	2	0	2	     0	     0	     0			SPROHSA248637
SPROHSA169738	SPROHSA169738	SPROHSA169738		77	false	false		SPROHSA169738		11.69	1.0000	0.9923	0.00083194675541	1	0	1	1	0	1	     0	     0	     0	8M(15.9949)		SPROHSA169739, SPROHSA213727, SPROHSA215424, SPROHSA215425, SPROHSA215426, SPROHSA28349, SPROHSA28350, SPROHSA297814, SPROHSA297815, SPROHSA297816, SPROHSA297817, SPROHSA312420, SPROHSA312421, SPROHSA312422, SPROHSA312423, SPROHSA329197, SPROHSA362545, SPROHSA362546, SPROHSA362547, SPROHSA362548
SPROHSA169864	SPROHSA169864	SPROHSA169864		75	false	false		SPROHSA169864		13.33	1.0000	0.9867	0.00083194675541	1	0	1	3	0	3	     0	     0	     0	1M(15.9949)		SPROHSA69209
SPROHSA169958	SPROHSA169958	SPROHSA169958		70	false	false		SPROHSA169958		24.29	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			SPROHSA356900
SPROHSA170462	SPROHSA170462	SPROHSA170462		95	false	false		SPROHSA170462		10.53	1.0000	0.9958	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA369104
SPROHSA171136	SPROHSA171136	SPROHSA171136		45	false	false		SPROHSA171136		24.44	1.0000	0.9971	0.00000000000000	1	0	1	3	0	3	     0	     0	     0	N-term(42.0106)		SPROHSA171137
SPROHSA171456	SPROHSA171456	SPROHSA171456		74	false	false		SPROHSA171456		14.86	1.0000	0.9970	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			SPROHSA21292, SPROHSA21293, SPROHSA42364
SPROHSA171879	SPROHSA171879	SPROHSA171879		52	false	false		SPROHSA171879		19.23	1.0000	0.9818	0.00144822592324	1	0	1	2	0	2	     0	     0	     0			SPROHSA171880, SPROHSA171881, SPROHSA358160, SPROHSA358161
SPROHSA172912	SPROHSA172912	SPROHSA172912		41	false	false		SPROHSA172912		26.83	1.0000	0.9905	0.00083194675541	1	0	1	2	0	2	     0	     0	     0	2M(15.9949)		SPROHSA172913, SPROHSA255219, SPROHSA255220, SPROHSA255937, SPROHSA255938
SPROHSA173383	SPROHSA173383	SPROHSA173383		65	false	false		SPROHSA173383		13.85	1.0000	0.9958	0.00000000000000	1	0	1	1	0	1	     0	     0	     0	1Q(-17.0265)		SPROHSA198466, SPROHSA366296, SPROHSA371534, SPROHSA374353, SPROHSA388690, SPROHSA61886, SPROHSA66389, SPROHSA67794, SPROHSA81312, SPROHSA97043
SPROHSA173568	SPROHSA173568	SPROHSA173568		47	false	false		SPROHSA173568		19.15	1.0000	0.9846	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA319669
SPROHSA174088	SPROHSA174088	SPROHSA174088		93	false	false		SPROHSA174088		11.83	1.0000	0.9852	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA213358, SPROHSA23073, SPROHSA2383, SPROHSA253640, SPROHSA270565, SPROHSA9925
SPROHSA17509	SPROHSA17509	SPROHSA17509		86	false	false		SPROHSA17509		10.47	1.0000	0.9793	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			
SPROHSA175298	SPROHSA175298	SPROHSA175298		19	false	false		SPROHSA175298		47.37	1.0000	0.9798	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA252738, SPROHSA323011
SPROHSA175457	SPROHSA175457	SPROHSA175457		81	false	false		SPROHSA175457		11.11	1.0000	0.9896	0.00083194675541	1	0	1	1	0	1	     0	     0	     0	4M(15.9949)		SPROHSA33032, SPROHSA33033, SPROHSA33034, SPROHSA33035, SPROHSA51685
SPROHSA175536	SPROHSA175536	SPROHSA175536		76	false	false		SPROHSA175536		19.74	1.0000	0.9981	0.00000000000000	1	0	1	2	0	2	     0	     0	     0	12M(15.9949)		SPROHSA192208, SPROHSA21786, SPROHSA257430, SPROHSA29837, SPROHSA309323, SPROHSA310014, SPROHSA321296, SPROHSA365608, SPROHSA72447, SPROHSA99998
SPROHSA175551	SPROHSA175551	SPROHSA175551		75	false	false		SPROHSA175551		14.67	1.0000	0.9986	0.00000000000000	2	0	2	3	0	3	     0	     0	     0	10M(15.9949)		SPROHSA175552, SPROHSA175553, SPROHSA195397, SPROHSA240988, SPROHSA257821, SPROHSA257822, SPROHSA363292, SPROHSA363295
SPROHSA175557	SPROHSA175557	SPROHSA175557		45	false	false		SPROHSA175557		20.00	1.0000	0.9919	0.00083194675541	1	0	1	2	0	2	     0	     0	     0			SPROHSA175558, SPROHSA175559, SPROHSA257984, SPROHSA257985, SPROHSA257986, SPROHSA384376, SPROHSA384377, SPROHSA384378
SPROHSA175970	SPROHSA175970	SPROHSA175970		89	false	false		SPROHSA175970		30.34	1.0000	0.9986	0.00000000000000	3	0	3	6	0	6	     0	     0	     0			SPROHSA175971, SPROHSA251150
SPROHSA176084	SPROHSA176084	SPROHSA176084		58	false	false		SPROHSA176084		17.24	1.0000	0.9822	0.00144822592324	1	0	1	1	0	1	     0	     0	     0	3M(15.9949)		SPROHSA20080, SPROHSA269066, SPROHSA269067
SPROHSA1766	SPROHSA1766	SPROHSA1766		44	false	false		SPROHSA1766		50.00	1.0000	0.9979	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			
SPROHSA177	SPROHSA177	SPROHSA177		75	false	false		SPROHSA177		12.00	1.0000	0.9700	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA237109, SPROHSA299740, SPROHSA299741
SPROHSA177146	SPROHSA177146	SPROHSA177146		94	false	false		SPROHSA177146		11.70	1.0000	0.9955	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA210651, SPROHSA234071, SPROHSA234072, SPROHSA26650, SPROHSA81735, SPROHSA81736
SPROHSA177372	SPROHSA177372	SPROHSA177372		96	false	false		SPROHSA177372		19.79	1.0000	0.9876	0.00083194675541	2	1	2	2	1	2	     0	     0	     0			
SPROHSA1774	SPROHSA1774	SPROHSA1774		98	false	false		SPROHSA1774		9.18	1.0000	0.9894	0.00083194675541	1	0	1	2	0	2	     0	     0	     0			SPROHSA251809
SPROHSA17815	SPROHSA17815	SPROHSA17815		98	false	false		SPROHSA17815		16.33	1.0000	0.9971	0.00000000000000	3	0	3	5	0	5	     0	     0	     0	2M(15.9949), 3M(15.9949), 8M(15.9949), 9M(15.9949)		SPROHSA318256, SPROHSA318257, SPROHSA318258, SPROHSA35530, SPROHSA35531, SPROHSA36161, SPROHSA36162, SPROHSA36163, SPROHSA38056, SPROHSA38057, SPROHSA4656, SPROHSA4657, SPROHSA861
SPROHSA178440	SPROHSA178440	SPROHSA178440		35	false	false		SPROHSA178440		28.57	1.0000	0.9989	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			SPROHSA234135, SPROHSA29336, SPROHSA33084, SPROHSA345196, SPROHSA349318, SPROHSA373888, SPROHSA82213
