Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
SPROHSA152577	SPROHSA152577	SPROHSA152577		11	false	false		SPROHSA152577		90.91	0.9999	0.9740	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA314777
SPROHSA152620	SPROHSA152620	SPROHSA152620		62	false	false		SPROHSA152620		16.13	0.9999	0.9637	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA322266, SPROHSA345608
SPROHSA156576	SPROHSA156576	SPROHSA156576		99	false	false		SPROHSA156576		19.19	0.9999	0.9514	0.00635696821516	2	0	2	2	0	2	     0	     0	     0	9C(119.0041)		SPROHSA374696, SPROHSA99250
SPROHSA159926	SPROHSA159926	SPROHSA159926		18	false	false		SPROHSA159926		50.00	0.9999	0.9399	0.01119068934646	1	0	1	1	0	1	     0	     0	     0	1M(15.9949)		SPROHSA235853, SPROHSA238212, SPROHSA242859, SPROHSA243386, SPROHSA261781, SPROHSA2930, SPROHSA328545, SPROHSA357669, SPROHSA359448
SPROHSA163560	SPROHSA163560	SPROHSA163560		28	false	false		SPROHSA163560		32.14	0.9999	0.9849	0.00083194675541	1	0	1	1	0	1	     0	     0	     0	3M(15.9949)		SPROHSA254386, SPROHSA41545, SPROHSA85431
SPROHSA165657	SPROHSA165657	SPROHSA165657		22	false	false		SPROHSA165657		40.91	0.9999	0.9418	0.01056985294118	1	0	1	1	0	1	     0	     0	     0			SPROHSA165658, SPROHSA23766, SPROHSA331532, SPROHSA357904
SPROHSA165999	SPROHSA165999	SPROHSA165999		49	false	false		SPROHSA165999		18.37	0.9999	0.9263	0.01348504003371	1	0	1	2	0	2	     0	     0	     0			SPROHSA237035
SPROHSA172758	SPROHSA172758	SPROHSA172758		9	false	false		SPROHSA172758		100.00	0.9999	0.9699	0.00288184438040	1	0	1	2	0	2	     0	     0	     0	1M(15.9949)		SPROHSA258754, SPROHSA57415
SPROHSA185607	SPROHSA185607	SPROHSA185607		17	false	false		SPROHSA185607		52.94	0.9999	0.9469	0.00852676456656	1	0	1	2	0	2	     0	     0	     0			SPROHSA310273
SPROHSA186063	SPROHSA186063	SPROHSA186063		47	false	false		SPROHSA186063		19.15	0.9999	0.9897	0.00083194675541	1	0	1	1	0	1	     0	     0	     0	6M(15.9949)		SPROHSA238225, SPROHSA270841, SPROHSA328444, SPROHSA7073
SPROHSA191246	SPROHSA191246	SPROHSA191246		56	false	false		SPROHSA191246		17.86	0.9999	0.9583	0.00471698113208	1	1	1	1	1	1	     0	     0	     0			
SPROHSA196019	SPROHSA196019	SPROHSA196019		81	false	false		SPROHSA196019		12.35	0.9999	0.9754	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA288064
SPROHSA196639	SPROHSA196639	SPROHSA196639		95	false	false		SPROHSA196639		11.58	0.9999	0.9864	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA260147, SPROHSA354952, SPROHSA92563
SPROHSA197270	SPROHSA197270	SPROHSA197270		11	false	false		SPROHSA197270		81.82	0.9999	0.9394	0.01119068934646	1	0	1	3	0	3	     0	     0	     0			SPROHSA391717
SPROHSA198712	SPROHSA198712	SPROHSA198712		66	false	false		SPROHSA198712		15.15	0.9999	0.9746	0.00288184438040	1	1	1	1	1	1	     0	     0	     0			
SPROHSA203795	SPROHSA203795	SPROHSA203795		51	false	false		SPROHSA203795		17.65	0.9999	0.9430	0.01014760147601	1	0	1	1	0	1	     0	     0	     0			SPROHSA203796, SPROHSA203797, SPROHSA339246, SPROHSA339247, SPROHSA339248
SPROHSA212029	SPROHSA212029	SPROHSA212029		45	false	false		SPROHSA212029		22.22	0.9999	0.9726	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA220013, SPROHSA220014, SPROHSA258968, SPROHSA265466, SPROHSA373517, SPROHSA43917
SPROHSA214277	SPROHSA214277	SPROHSA214277		93	false	false		SPROHSA214277		10.75	0.9999	0.9689	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA233822
SPROHSA214826	SPROHSA214826	SPROHSA214826		71	false	false		SPROHSA214826		12.68	0.9999	0.9823	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA238876, SPROHSA238877, SPROHSA305260, SPROHSA305261, SPROHSA305262, SPROHSA31008, SPROHSA4394, SPROHSA4395, SPROHSA4396
SPROHSA217862	SPROHSA217862	SPROHSA217862		98	false	false		SPROHSA217862		12.24	0.9999	0.9748	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA25529, SPROHSA369024, SPROHSA43664
SPROHSA222157	SPROHSA222157	SPROHSA222157		73	false	false		SPROHSA222157		15.07	0.9999	0.9816	0.00144822592324	1	1	1	1	1	1	     0	     0	     0			
SPROHSA233862	SPROHSA233862	SPROHSA233862		90	false	false		SPROHSA233862		10.00	0.9999	0.9297	0.01278227524499	1	0	1	1	0	1	     0	     0	     0			SPROHSA242935
SPROHSA239137	SPROHSA239137	SPROHSA239137		93	false	false		SPROHSA239137		19.35	0.9999	0.9826	0.00083194675541	2	0	2	2	0	2	     0	     0	     0			SPROHSA276396, SPROHSA343546, SPROHSA343547, SPROHSA5168, SPROHSA64233, SPROHSA99933
SPROHSA24151	SPROHSA24151	SPROHSA24151		60	false	false		SPROHSA24151		16.67	0.9999	0.9650	0.00395927601810	1	0	1	1	0	1	     0	     0	     0			SPROHSA382456
SPROHSA241666	SPROHSA241666	SPROHSA241666		59	false	false		SPROHSA241666		16.95	0.9999	0.9616	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA261371, SPROHSA276146
SPROHSA24448	SPROHSA24448	SPROHSA24448		85	false	false		SPROHSA24448		11.76	0.9999	0.9635	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA273682, SPROHSA360277, SPROHSA372469, SPROHSA72830, SPROHSA72831
SPROHSA248934	SPROHSA248934	SPROHSA248934		64	false	false		SPROHSA248934		14.06	0.9999	0.9621	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA271449, SPROHSA275367, SPROHSA275971
SPROHSA252761	SPROHSA252761	SPROHSA252761		45	false	false		SPROHSA252761		20.00	0.9999	0.9463	0.00852676456656	1	1	1	1	1	1	     0	     0	     0			
SPROHSA25578	SPROHSA25578	SPROHSA25578		100	false	false		SPROHSA25578		9.00	0.9999	0.9344	0.01173402868318	1	0	1	1	0	1	     0	     0	     0			
SPROHSA25706	SPROHSA25706	SPROHSA25706		31	false	false		SPROHSA25706		29.03	0.9999	0.9462	0.00852676456656	1	0	1	1	0	1	     0	     0	     0			SPROHSA263245, SPROHSA306070, SPROHSA321683, SPROHSA65001, SPROHSA65002, SPROHSA92171, SPROHSA92172
SPROHSA262384	SPROHSA262384	SPROHSA262384		66	false	false		SPROHSA262384		13.64	0.9999	0.9759	0.00288184438040	1	1	1	1	1	1	     0	     0	     0			
SPROHSA265865	SPROHSA265865	SPROHSA265865		86	false	false		SPROHSA265865		11.63	0.9999	0.9501	0.00679281901989	1	0	1	1	0	1	     0	     0	     0	1Q(-17.0265)		SPROHSA295755, SPROHSA350143, SPROHSA48922, SPROHSA57333, SPROHSA57334
SPROHSA274495	SPROHSA274495	SPROHSA274495		45	false	false		SPROHSA274495		20.00	0.9999	0.9399	0.01119068934646	1	0	1	1	0	1	     0	     0	     0			SPROHSA359533
SPROHSA282712	SPROHSA282712	SPROHSA282712		96	false	false		SPROHSA282712		9.38	0.9999	0.9800	0.00144822592324	1	1	1	1	1	1	     0	     0	     0	6M(15.9949)		
SPROHSA28466	SPROHSA28466	SPROHSA28466		95	false	false		SPROHSA28466		11.58	0.9999	0.9320	0.01212121212121	1	0	1	1	0	1	     0	     0	     0			
SPROHSA292651	SPROHSA292651	SPROHSA292651		77	false	false		SPROHSA292651		11.69	0.9999	0.9440	0.00979477611940	1	0	1	1	0	1	     0	     0	     0			SPROHSA292652, SPROHSA351216, SPROHSA351217, SPROHSA361508, SPROHSA361509, SPROHSA80006, SPROHSA80007
SPROHSA309066	SPROHSA309066	SPROHSA309066		45	false	false		SPROHSA309066		20.00	0.9999	0.9327	0.01173402868318	1	0	1	1	0	1	     0	     0	     0			SPROHSA346827
SPROHSA316993	SPROHSA316993	SPROHSA316993		42	false	false		SPROHSA316993		21.43	0.9999	0.9416	0.01089423513391	1	1	1	1	1	1	     0	     0	     0			
SPROHSA319265	SPROHSA319265	SPROHSA319265		97	false	false		SPROHSA319265		8.25	0.9999	0.9216	0.01529557668458	1	1	1	1	1	1	     0	     0	     0			
SPROHSA32210	SPROHSA32210	SPROHSA32210		94	false	false		SPROHSA32210		9.57	0.9999	0.9640	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA333348, SPROHSA72782
SPROHSA322340	SPROHSA322340	SPROHSA322340		95	false	false		SPROHSA322340		11.58	0.9999	0.9790	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			
SPROHSA339629	SPROHSA339629	SPROHSA339629		50	false	false		SPROHSA339629		26.00	0.9999	0.9863	0.00083194675541	1	1	1	1	1	1	     0	     0	     0			
SPROHSA347195	SPROHSA347195	SPROHSA347195		91	false	false		SPROHSA347195		9.89	0.9999	0.9845	0.00083194675541	1	1	1	1	1	1	     0	     0	     0			
SPROHSA348807	SPROHSA348807	SPROHSA348807		100	false	false		SPROHSA348807		9.00	0.9999	0.9320	0.01212121212121	1	0	1	1	0	1	     0	     0	     0			SPROHSA37054
SPROHSA361304	SPROHSA361304	SPROHSA361304		96	false	false		SPROHSA361304		11.46	0.9999	0.9587	0.00471698113208	1	1	1	2	2	2	     0	     0	     0			
SPROHSA36702	SPROHSA36702	SPROHSA36702		95	false	false		SPROHSA36702		9.47	0.9999	0.9377	0.01150951748561	1	0	1	1	0	1	     0	     0	     0			
SPROHSA367545	SPROHSA367545	SPROHSA367545		100	false	false		SPROHSA367545		12.00	0.9999	0.9891	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA390646, SPROHSA43892, SPROHSA79588
SPROHSA38061	SPROHSA38061	SPROHSA38061		75	false	false		SPROHSA38061		13.33	0.9999	0.9974	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			
SPROHSA383921	SPROHSA383921	SPROHSA383921		95	false	false		SPROHSA383921		9.47	0.9999	0.9646	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			
contam_sp|P12081|HARS1_HUMAN	P12081	HARS1_HUMAN	HARS1	509	false	true	Homo sapiens	Histidine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	1.77	0.9999	0.9467	0.00852676456656	1	1	1	1	1	1	     0	     0	     0			
SPROHSA101420	SPROHSA101420	SPROHSA101420		96	false	false		SPROHSA101420		10.42	0.9998	0.9427	0.01014760147601	1	0	1	1	0	1	     0	     0	     0			SPROHSA14802, SPROHSA237254, SPROHSA367000
SPROHSA102149	SPROHSA102149	SPROHSA102149		63	false	false		SPROHSA102149		17.46	0.9998	0.9728	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA142903, SPROHSA205163, SPROHSA226193, SPROHSA37016, SPROHSA46476, SPROHSA90494
SPROHSA103548	SPROHSA103548	SPROHSA103548		35	false	false		SPROHSA103548		25.71	0.9998	0.9797	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA15600, SPROHSA179275, SPROHSA216053, SPROHSA245787, SPROHSA69703
SPROHSA114344	SPROHSA114344	SPROHSA114344		59	false	false		SPROHSA114344		55.93	0.9998	0.9988	0.00000000000000	3	0	2	3	0	2	     0	     0	     0			SPROHSA162663, SPROHSA212327, SPROHSA212338, SPROHSA240307, SPROHSA312023, SPROHSA338586, SPROHSA341419, SPROHSA341420, SPROHSA59016, SPROHSA73063, SPROHSA73064
SPROHSA122842	SPROHSA122842	SPROHSA122842		38	false	false		SPROHSA122842		23.68	0.9998	0.9658	0.00339558573854	1	0	1	2	0	2	     0	     0	     0			SPROHSA149739, SPROHSA267908, SPROHSA269459, SPROHSA333305, SPROHSA333499
SPROHSA129297	SPROHSA129297	SPROHSA129297		21	false	false		SPROHSA129297		42.86	0.9998	0.9560	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA161460, SPROHSA178777, SPROHSA18085, SPROHSA20713, SPROHSA229317, SPROHSA73341
SPROHSA133411	SPROHSA133411	SPROHSA133411		84	false	false		SPROHSA133411		13.10	0.9998	0.9374	0.01150951748561	1	0	1	1	0	1	     0	     0	     0			SPROHSA392862
SPROHSA134655	SPROHSA134655	SPROHSA134655		82	false	false		SPROHSA134655		9.76	0.9998	0.9633	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA238601, SPROHSA388708
SPROHSA135079	SPROHSA135079	SPROHSA135079		92	false	false		SPROHSA135079		19.57	0.9998	0.9262	0.01348504003371	2	0	1	2	0	1	     0	     0	     0			SPROHSA203028, SPROHSA212911, SPROHSA230522, SPROHSA263454, SPROHSA321045, SPROHSA35564, SPROHSA58897
SPROHSA136263	SPROHSA136263	SPROHSA136263		99	false	false		SPROHSA136263		9.09	0.9998	0.9183	0.01585365853659	1	0	1	1	0	1	     0	     0	     0	3M(15.9949)		SPROHSA230936, SPROHSA27721
SPROHSA142052	SPROHSA142052	SPROHSA142052		59	false	false		SPROHSA142052		15.25	0.9998	0.9428	0.01014760147601	1	0	1	1	0	1	     0	     0	     0			SPROHSA145987, SPROHSA187533, SPROHSA187534, SPROHSA225761, SPROHSA28060, SPROHSA323322, SPROHSA323323
SPROHSA153552	SPROHSA153552	SPROHSA153552		19	false	false		SPROHSA153552		47.37	0.9998	0.9621	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA353106, SPROHSA5846, SPROHSA7641
SPROHSA172740	SPROHSA172740	SPROHSA172740		46	false	false		SPROHSA172740		19.57	0.9998	0.9452	0.00979477611940	1	0	1	1	0	1	     0	     0	     0			SPROHSA172741, SPROHSA172742, SPROHSA172743, SPROHSA172744, SPROHSA187615, SPROHSA187616, SPROHSA306597, SPROHSA306598, SPROHSA306599, SPROHSA308803, SPROHSA308804, SPROHSA314771, SPROHSA314772, SPROHSA314773, SPROHSA314774, SPROHSA315063, SPROHSA316812, SPROHSA316813, SPROHSA316814, SPROHSA316815, SPROHSA316816, SPROHSA316817, SPROHSA354742, SPROHSA354743, SPROHSA356272, SPROHSA356273, SPROHSA356274, SPROHSA356275, SPROHSA356276, SPROHSA356277, SPROHSA49711, SPROHSA49712, SPROHSA49713, SPROHSA53145, SPROHSA53146, SPROHSA53147, SPROHSA53148, SPROHSA53149, SPROHSA82972, SPROHSA82973, SPROHSA82974, SPROHSA82975
SPROHSA184306	SPROHSA184306	SPROHSA184306		65	false	false		SPROHSA184306		13.85	0.9998	0.9612	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA306671
SPROHSA209188	SPROHSA209188	SPROHSA209188		12	false	false		SPROHSA209188		83.33	0.9998	0.9886	0.00083194675541	1	1	1	1	1	1	     0	     0	     0	1Q(-17.0265)		
SPROHSA223237	SPROHSA223237	SPROHSA223237		92	false	false		SPROHSA223237		9.78	0.9998	0.9550	0.00547808764940	1	1	1	1	1	1	     0	     0	     0			
SPROHSA226672	SPROHSA226672	SPROHSA226672		97	false	false		SPROHSA226672		9.28	0.9998	0.9379	0.01150951748561	1	0	1	1	0	1	     0	     0	     0			SPROHSA341238
SPROHSA227841	SPROHSA227841	SPROHSA227841		83	false	false		SPROHSA227841		13.25	0.9998	0.9923	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA328900, SPROHSA328901, SPROHSA378482, SPROHSA86549
SPROHSA230515	SPROHSA230515	SPROHSA230515		70	false	false		SPROHSA230515		14.29	0.9998	0.9907	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA324797
SPROHSA271824	SPROHSA271824	SPROHSA271824		90	false	false		SPROHSA271824		14.44	0.9998	0.9550	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA8560, SPROHSA8561
SPROHSA284183	SPROHSA284183	SPROHSA284183		80	false	false		SPROHSA284183		11.25	0.9998	0.9488	0.00812619502868	1	1	1	1	1	1	     0	     0	     0			
SPROHSA286086	SPROHSA286086	SPROHSA286086		75	false	false		SPROHSA286086		12.00	0.9998	0.9183	0.01585365853659	1	1	1	1	1	1	     0	     0	     0			
SPROHSA320567	SPROHSA320567	SPROHSA320567		33	false	false		SPROHSA320567		27.27	0.9998	0.9115	0.01840736294518	1	1	1	1	1	1	     0	     0	     0			
SPROHSA65924	SPROHSA65924	SPROHSA65924		96	false	false		SPROHSA65924		9.38	0.9998	0.9763	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			
SPROHSA103905	SPROHSA103905	SPROHSA103905		90	false	false		SPROHSA103905		10.00	0.9997	0.9838	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			SPROHSA13965, SPROHSA232517, SPROHSA290756, SPROHSA316184, SPROHSA3717, SPROHSA37986
SPROHSA125018	SPROHSA125018	SPROHSA125018		98	false	false		SPROHSA125018		10.20	0.9997	0.9830	0.00083194675541	1	0	1	1	0	1	     0	     0	     0	9C(119.0041)		SPROHSA155960, SPROHSA155963, SPROHSA155964, SPROHSA155965, SPROHSA186481, SPROHSA186482, SPROHSA186496, SPROHSA186497, SPROHSA186498, SPROHSA210335, SPROHSA253299, SPROHSA253300, SPROHSA25641, SPROHSA25642, SPROHSA270239, SPROHSA270240, SPROHSA293474, SPROHSA316673, SPROHSA316674, SPROHSA316675, SPROHSA319651, SPROHSA319652, SPROHSA319653, SPROHSA356858, SPROHSA356859, SPROHSA360684, SPROHSA360685, SPROHSA360686, SPROHSA42165, SPROHSA42166, SPROHSA74993, SPROHSA74994, SPROHSA74995
SPROHSA137612	SPROHSA137612	SPROHSA137612		84	false	false		SPROHSA137612		11.90	0.9997	0.9174	0.01585365853659	1	0	1	1	0	1	     0	     0	     0			SPROHSA137613, SPROHSA242048, SPROHSA284260, SPROHSA8252
SPROHSA165097	SPROHSA165097	SPROHSA165097		95	false	false		SPROHSA165097		11.58	0.9997	0.9975	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			SPROHSA380321, SPROHSA38189, SPROHSA7826
SPROHSA168892	SPROHSA168892	SPROHSA168892		86	false	false		SPROHSA168892		10.47	0.9997	0.9490	0.00769600769601	1	0	1	1	0	1	     0	     0	     0			SPROHSA168893, SPROHSA24005, SPROHSA24006, SPROHSA47672
SPROHSA171185	SPROHSA171185	SPROHSA171185		17	false	false		SPROHSA171185		52.94	0.9997	0.9677	0.00288184438040	1	0	1	2	0	2	     0	     0	     0			
SPROHSA17856	SPROHSA17856	SPROHSA17856		89	false	false		SPROHSA17856		31.46	0.9997	0.9976	0.00000000000000	3	0	1	3	0	1	     0	     0	     0			SPROHSA382534
SPROHSA215618	SPROHSA215618	SPROHSA215618		26	false	false		SPROHSA215618		38.46	0.9997	0.9215	0.01529557668458	1	1	1	1	1	1	     0	     0	     0			
SPROHSA119544	SPROHSA119544	SPROHSA119544		23	false	false		SPROHSA119544		39.13	0.9996	0.9771	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA123387, SPROHSA123388, SPROHSA123389, SPROHSA123390, SPROHSA175300, SPROHSA182746, SPROHSA209470, SPROHSA209471, SPROHSA209472, SPROHSA209473, SPROHSA24009, SPROHSA252759, SPROHSA284418, SPROHSA335648, SPROHSA335649, SPROHSA335650, SPROHSA52832, SPROHSA52833, SPROHSA52834, SPROHSA88645
SPROHSA193964	SPROHSA193964	SPROHSA193964		94	false	false		SPROHSA193964		11.70	0.9996	0.9800	0.00144822592324	1	1	1	1	1	1	     0	     0	     0			
SPROHSA204489	SPROHSA204489	SPROHSA204489		83	false	false		SPROHSA204489		10.84	0.9996	0.9968	0.00000000000000	1	0	0	1	0	0	     0	     0	     0			
SPROHSA20578	SPROHSA20578	SPROHSA20578		91	false	false		SPROHSA20578		20.88	0.9996	0.9872	0.00083194675541	2	0	2	2	0	2	     0	     0	     0			SPROHSA252575, SPROHSA29313, SPROHSA365951, SPROHSA59129
SPROHSA241444	SPROHSA241444	SPROHSA241444		90	false	false		SPROHSA241444		11.11	0.9996	0.9442	0.00979477611940	1	1	1	1	1	1	     0	     0	     0			
SPROHSA264393	SPROHSA264393	SPROHSA264393		87	false	false		SPROHSA264393		11.49	0.9996	0.9852	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			
SPROHSA289841	SPROHSA289841	SPROHSA289841		71	false	false		SPROHSA289841		12.68	0.9996	0.9748	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA310698, SPROHSA4653
SPROHSA1022	SPROHSA1022	SPROHSA1022		70	false	false		SPROHSA1022		15.71	0.9995	0.9602	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA138323, SPROHSA236975, SPROHSA38037
SPROHSA104937	SPROHSA104937	SPROHSA104937		56	false	false		SPROHSA104937		21.43	0.9995	0.9625	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA13537, SPROHSA17324, SPROHSA212342, SPROHSA247117, SPROHSA40230, SPROHSA40231
SPROHSA117609	SPROHSA117609	SPROHSA117609		96	false	false		SPROHSA117609		11.46	0.9995	0.9748	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA126459, SPROHSA145001, SPROHSA145002, SPROHSA186060, SPROHSA202897, SPROHSA217288, SPROHSA217466, SPROHSA217467, SPROHSA217468, SPROHSA244598, SPROHSA244599, SPROHSA244624, SPROHSA244625, SPROHSA244626, SPROHSA29350, SPROHSA29351, SPROHSA29352, SPROHSA94117
SPROHSA123367	SPROHSA123367	SPROHSA123367		67	false	false		SPROHSA123367		14.93	0.9995	0.9609	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA16301, SPROHSA337687, SPROHSA337688, SPROHSA337689, SPROHSA38603, SPROHSA97896
SPROHSA155825	SPROHSA155825	SPROHSA155825		84	false	false		SPROHSA155825		16.67	0.9995	0.9711	0.00288184438040	1	0	1	1	0	1	     0	     0	     0	7M(15.9949)		SPROHSA235520, SPROHSA239594, SPROHSA310056, SPROHSA314125, SPROHSA370921, SPROHSA392058
SPROHSA172992	SPROHSA172992	SPROHSA172992		27	false	false		SPROHSA172992		33.33	0.9995	0.9510	0.00635696821516	1	0	1	2	0	2	     0	     0	     0			SPROHSA80848, SPROHSA96235
SPROHSA43354	SPROHSA43354	SPROHSA43354		64	false	false		SPROHSA43354		14.06	0.9995	0.9298	0.01278227524499	1	1	1	1	1	1	     0	     0	     0			
SPROHSA155291	SPROHSA155291	SPROHSA155291		71	false	false		SPROHSA155291		12.68	0.9993	0.9420	0.01014760147601	1	0	1	1	0	1	     0	     0	     0			SPROHSA155292, SPROHSA282428, SPROHSA282429, SPROHSA283694, SPROHSA283695, SPROHSA314802, SPROHSA314803, SPROHSA35713, SPROHSA35714, SPROHSA90904, SPROHSA97200, SPROHSA97201
SPROHSA212065	SPROHSA212065	SPROHSA212065		59	false	false		SPROHSA212065		15.25	0.9993	0.9665	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA237418, SPROHSA324194, SPROHSA340561, SPROHSA360134, SPROHSA386577, SPROHSA38913
SPROHSA272634	SPROHSA272634	SPROHSA272634		99	false	false		SPROHSA272634		9.09	0.9993	0.9397	0.01119068934646	1	0	1	1	0	1	     0	     0	     0	3M(15.9949)		SPROHSA29383
SPROHSA378986	SPROHSA378986	SPROHSA378986		99	false	false		SPROHSA378986		10.10	0.9993	0.9952	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
SPROHSA115329	SPROHSA115329	SPROHSA115329		50	false	false		SPROHSA115329		20.00	0.9992	0.9589	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA12280, SPROHSA1559, SPROHSA199969, SPROHSA199970, SPROHSA231972, SPROHSA316176, SPROHSA3198, SPROHSA344893, SPROHSA38996, SPROHSA44021, SPROHSA4697
SPROHSA121001	SPROHSA121001	SPROHSA121001		88	false	false		SPROHSA121001		11.36	0.9992	0.9699	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			SPROHSA244408, SPROHSA345585, SPROHSA345586, SPROHSA364945, SPROHSA366545, SPROHSA391959
SPROHSA122027	SPROHSA122027	SPROHSA122027		98	false	false		SPROHSA122027		14.29	0.9992	0.9884	0.00083194675541	1	0	1	1	0	1	     0	     0	     0			
SPROHSA316171	SPROHSA316171	SPROHSA316171		61	false	false		SPROHSA316171		14.75	0.9992	0.9624	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA316172
SPROHSA150653	SPROHSA150653	SPROHSA150653		25	false	false		SPROHSA150653		36.00	0.9991	0.9270	0.01348504003371	1	1	1	1	1	1	     0	     0	     0	7C(119.0041)		
SPROHSA77128	SPROHSA77128	SPROHSA77128		27	false	false		SPROHSA77128		37.04	0.9991	0.9514	0.00635696821516	1	1	1	1	1	1	     0	     0	     0			
SPROHSA122563	SPROHSA122563	SPROHSA122563		91	false	false		SPROHSA122563		9.89	0.9990	0.9976	0.00000000000000	1	0	1	1	0	1	     0	     0	     0	4C(119.0041)		
SPROHSA237119	SPROHSA237119	SPROHSA237119		93	false	false		SPROHSA237119		9.68	0.9990	0.9920	0.00083194675541	1	0	0	1	0	0	     0	     0	     0			SPROHSA237120, SPROHSA93047, SPROHSA93048
SPROHSA173037	SPROHSA173037	SPROHSA173037		90	false	false		SPROHSA173037		20.00	0.9988	0.9906	0.00083194675541	2	0	2	7	0	7	     0	     0	     0			SPROHSA205786, SPROHSA205787, SPROHSA205788, SPROHSA205790, SPROHSA205791, SPROHSA229615, SPROHSA30850, SPROHSA34042, SPROHSA375859
SPROHSA382459	SPROHSA382459	SPROHSA382459		71	false	false		SPROHSA382459		16.90	0.9986	0.9796	0.00144822592324	1	1	1	1	1	1	     0	     0	     0			
SPROHSA106980	SPROHSA106980	SPROHSA106980		94	false	false		SPROHSA106980		11.70	0.9985	0.9278	0.01348504003371	1	0	1	1	0	1	     0	     0	     0			SPROHSA118776, SPROHSA124562, SPROHSA124563, SPROHSA161794, SPROHSA266458, SPROHSA266459, SPROHSA293990, SPROHSA293991, SPROHSA293992, SPROHSA294833, SPROHSA294834, SPROHSA294835
SPROHSA239344	SPROHSA239344	SPROHSA239344		92	false	false		SPROHSA239344		9.78	0.9984	0.9869	0.00083194675541	1	1	1	1	1	1	     0	     0	     0			
SPROHSA233669	SPROHSA233669	SPROHSA233669		87	false	false		SPROHSA233669		21.84	0.9983	0.9878	0.00083194675541	2	0	1	2	0	1	     0	     0	     0			SPROHSA327569, SPROHSA327570, SPROHSA327571, SPROHSA327572, SPROHSA348680, SPROHSA348681, SPROHSA348682, SPROHSA66619, SPROHSA66620
SPROHSA129911	SPROHSA129911	SPROHSA129911		86	false	false		SPROHSA129911		11.63	0.9978	0.9682	0.00288184438040	1	0	1	1	0	1	     0	     0	     0			
SPROHSA12768	SPROHSA12768	SPROHSA12768		76	false	false		SPROHSA12768		11.84	0.9975	0.9153	0.01620745542950	1	0	1	1	0	1	     0	     0	     0			SPROHSA135183, SPROHSA209490, SPROHSA251877, SPROHSA336389, SPROHSA356337, SPROHSA3625, SPROHSA381893
SPROHSA121449	SPROHSA121449	SPROHSA121449		74	false	false		SPROHSA121449		12.16	0.9974	0.9821	0.00144822592324	1	0	1	1	0	1	     0	     0	     0			SPROHSA124717, SPROHSA163672, SPROHSA23486, SPROHSA309143, SPROHSA333422, SPROHSA64746
