PROTID	GENEID	GRLCL_1D_ETHCD_INT	GRLCL_1D_HCD_INT	GRLCL_2D_ETHCD_INT	
na	na	GRLCL_1D	GRLCL_1D	GRLCL_2D	
SPROHSA201800		0.000000	0.000000	0.000000	
SPROHSA202006		0.000000	0.000000	0.000000	
SPROHSA202825		0.000000	0.000000	0.000000	
SPROHSA20298		0.000000	0.000000	0.000000	
SPROHSA20318		0.000000	0.000000	0.000000	
SPROHSA203354		0.000000	0.000000	0.000000	
SPROHSA203488		0.000000	0.000000	0.000000	
SPROHSA203808		0.000000	0.000000	0.000000	
SPROHSA20476		0.000000	0.000000	0.000000	
SPROHSA20495		0.000000	0.000000	0.000000	
SPROHSA20517		0.000000	0.000000	0.000000	
SPROHSA20536		0.000000	0.000000	0.000000	
SPROHSA20545		0.000000	0.000000	0.000000	
SPROHSA20570		0.000000	0.000000	0.000000	
SPROHSA20603		0.000000	0.000000	0.000000	
SPROHSA206776		0.000000	0.000000	0.000000	
SPROHSA206961		0.000000	0.000000	0.000000	
SPROHSA207525		0.000000	0.000000	0.000000	
SPROHSA207947		0.000000	0.000000	0.000000	
SPROHSA208062		0.000000	0.000000	0.000000	
SPROHSA208382		0.000000	0.000000	0.000000	
SPROHSA208662		0.000000	0.000000	0.000000	
SPROHSA208697		0.000000	0.000000	0.000000	
SPROHSA209413		0.000000	0.000000	0.000000	
SPROHSA209463		0.000000	0.000000	0.000000	
SPROHSA209808		0.000000	0.000000	0.000000	
SPROHSA210042		0.000000	0.000000	0.000000	
SPROHSA210776		0.000000	0.000000	0.000000	
SPROHSA21101		0.000000	0.000000	0.000000	
SPROHSA211075		0.000000	0.000000	0.000000	
SPROHSA211202		0.000000	0.000000	0.000000	
SPROHSA213508		0.000000	0.000000	0.000000	
SPROHSA213826		0.000000	0.000000	0.000000	
SPROHSA214020		0.000000	0.000000	0.000000	
SPROHSA21469		0.000000	0.000000	0.000000	
SPROHSA214902		0.000000	0.000000	0.000000	
SPROHSA215385		0.000000	0.000000	0.000000	
SPROHSA215626		0.000000	0.000000	0.000000	
SPROHSA2159		0.000000	0.000000	0.000000	
SPROHSA215983		0.000000	0.000000	0.000000	
SPROHSA216062		0.000000	0.000000	0.000000	
SPROHSA216275		0.000000	0.000000	0.000000	
SPROHSA216421		0.000000	0.000000	0.000000	
SPROHSA216717		0.000000	0.000000	0.000000	
SPROHSA216767		0.000000	0.000000	0.000000	
SPROHSA217293		0.000000	0.000000	0.000000	
SPROHSA217339		0.000000	0.000000	0.000000	
SPROHSA217563		0.000000	0.000000	0.000000	
SPROHSA217583		0.000000	0.000000	0.000000	
SPROHSA217748		0.000000	0.000000	0.000000	
SPROHSA218003		0.000000	0.000000	0.000000	
SPROHSA219156		0.000000	0.000000	0.000000	
SPROHSA219891		0.000000	0.000000	0.000000	
SPROHSA22001		0.000000	0.000000	0.000000	
SPROHSA22007		0.000000	0.000000	0.000000	
SPROHSA220315		0.000000	0.000000	0.000000	
SPROHSA221043		0.000000	0.000000	0.000000	
SPROHSA221274		0.000000	0.000000	0.000000	
SPROHSA221373		0.000000	0.000000	0.000000	
SPROHSA22228		0.000000	0.000000	0.000000	
SPROHSA223190		0.000000	0.000000	0.000000	
SPROHSA223241		0.000000	0.000000	0.000000	
SPROHSA223874		0.000000	0.000000	0.000000	
SPROHSA224115		0.000000	0.000000	0.000000	
SPROHSA224696		0.000000	0.000000	0.000000	
SPROHSA224758		0.000000	0.000000	0.000000	
SPROHSA224769		0.000000	0.000000	0.000000	
SPROHSA225674		0.000000	0.000000	0.000000	
SPROHSA227236		0.000000	0.000000	0.000000	
SPROHSA227331		0.000000	0.000000	0.000000	
SPROHSA227472		0.000000	0.000000	0.000000	
SPROHSA227530		0.000000	0.000000	0.000000	
SPROHSA227558		0.000000	0.000000	0.000000	
SPROHSA22830		0.000000	0.000000	0.000000	
SPROHSA228830		0.000000	0.000000	0.000000	
SPROHSA228933		0.000000	0.000000	0.000000	
SPROHSA228991		0.000000	0.000000	0.000000	
SPROHSA229177		0.000000	0.000000	0.000000	
SPROHSA229934		0.000000	0.000000	0.000000	
SPROHSA230413		0.000000	0.000000	0.000000	
SPROHSA231212		0.000000	0.000000	0.000000	
SPROHSA231788		0.000000	0.000000	0.000000	
SPROHSA232265		0.000000	0.000000	0.000000	
SPROHSA23424		0.000000	0.000000	0.000000	
SPROHSA234886		0.000000	0.000000	0.000000	
SPROHSA235287		0.000000	0.000000	0.000000	
SPROHSA235430		0.000000	0.000000	0.000000	
SPROHSA235496		0.000000	0.000000	0.000000	
SPROHSA236055		0.000000	0.000000	0.000000	
SPROHSA236253		0.000000	0.000000	0.000000	
SPROHSA236429		0.000000	0.000000	0.000000	
SPROHSA237097		0.000000	0.000000	0.000000	
SPROHSA237277		0.000000	0.000000	0.000000	
SPROHSA23743		0.000000	0.000000	0.000000	
SPROHSA237800		0.000000	0.000000	0.000000	
SPROHSA237837		0.000000	0.000000	0.000000	
SPROHSA237945		0.000000	0.000000	0.000000	
SPROHSA23811		0.000000	0.000000	0.000000	
SPROHSA238530		0.000000	0.000000	0.000000	
SPROHSA239116		0.000000	0.000000	0.000000	
SPROHSA239583		0.000000	0.000000	0.000000	
SPROHSA239623		0.000000	0.000000	0.000000	
SPROHSA239867		0.000000	0.000000	0.000000	
SPROHSA240001		0.000000	0.000000	0.000000	
SPROHSA240771		0.000000	0.000000	0.000000	
SPROHSA240975		0.000000	0.000000	0.000000	
SPROHSA241002		0.000000	0.000000	0.000000	
SPROHSA241006		0.000000	0.000000	0.000000	
SPROHSA241170		0.000000	0.000000	0.000000	
SPROHSA241437		0.000000	0.000000	0.000000	
SPROHSA242060		0.000000	0.000000	0.000000	
SPROHSA24306		0.000000	0.000000	0.000000	
SPROHSA243130		0.000000	0.000000	0.000000	
SPROHSA248465		0.000000	0.000000	0.000000	
SPROHSA249627		0.000000	0.000000	0.000000	
SPROHSA250266		0.000000	0.000000	0.000000	
SPROHSA250634		0.000000	0.000000	0.000000	
SPROHSA251433		0.000000	0.000000	0.000000	
SPROHSA25257		0.000000	0.000000	0.000000	
SPROHSA252605		0.000000	0.000000	0.000000	
SPROHSA252685		0.000000	0.000000	0.000000	
SPROHSA253226		0.000000	0.000000	0.000000	
SPROHSA253544		0.000000	0.000000	0.000000	
SPROHSA253704		0.000000	0.000000	0.000000	
SPROHSA25564		0.000000	0.000000	0.000000	
SPROHSA256161		0.000000	0.000000	0.000000	
SPROHSA257437		0.000000	0.000000	0.000000	
SPROHSA257473		0.000000	0.000000	0.000000	
SPROHSA258100		0.000000	0.000000	0.000000	
SPROHSA258207		0.000000	0.000000	0.000000	
SPROHSA258405		0.000000	0.000000	0.000000	
SPROHSA25913		0.000000	0.000000	0.000000	
SPROHSA260610		0.000000	0.000000	0.000000	
SPROHSA261523		0.000000	0.000000	0.000000	
SPROHSA261748		0.000000	0.000000	0.000000	
SPROHSA261926		0.000000	0.000000	0.000000	
SPROHSA263370		0.000000	0.000000	0.000000	
SPROHSA264549		0.000000	0.000000	0.000000	
SPROHSA264778		0.000000	0.000000	0.000000	
SPROHSA264847		0.000000	0.000000	0.000000	
SPROHSA265770		0.000000	0.000000	0.000000	
SPROHSA266554		0.000000	0.000000	0.000000	
SPROHSA267856		0.000000	0.000000	0.000000	
SPROHSA269059		0.000000	0.000000	0.000000	
SPROHSA269813		0.000000	0.000000	0.000000	
SPROHSA270076		0.000000	0.000000	0.000000	
SPROHSA272364		0.000000	0.000000	0.000000	
SPROHSA273394		0.000000	0.000000	0.000000	
SPROHSA274454		0.000000	0.000000	0.000000	
SPROHSA27480		0.000000	0.000000	0.000000	
SPROHSA275374		0.000000	0.000000	0.000000	
SPROHSA275944		0.000000	0.000000	0.000000	
SPROHSA277706		0.000000	0.000000	0.000000	
SPROHSA279778		0.000000	0.000000	0.000000	
SPROHSA283014		0.000000	0.000000	0.000000	
SPROHSA283915		0.000000	0.000000	0.000000	
SPROHSA284201		0.000000	0.000000	0.000000	
SPROHSA284743		0.000000	0.000000	0.000000	
SPROHSA285102		0.000000	0.000000	0.000000	
SPROHSA285647		0.000000	0.000000	0.000000	
SPROHSA286833		0.000000	0.000000	0.000000	
SPROHSA288575		0.000000	0.000000	0.000000	
SPROHSA289004		0.000000	0.000000	0.000000	
SPROHSA289293		0.000000	0.000000	0.000000	
SPROHSA28967		0.000000	0.000000	0.000000	
SPROHSA290078		0.000000	0.000000	0.000000	
SPROHSA290101		0.000000	0.000000	0.000000	
SPROHSA290565		0.000000	0.000000	0.000000	
SPROHSA290754		0.000000	0.000000	0.000000	
SPROHSA292239		0.000000	0.000000	0.000000	
SPROHSA292643		0.000000	0.000000	0.000000	
SPROHSA293221		0.000000	0.000000	0.000000	
SPROHSA293425		0.000000	0.000000	0.000000	
SPROHSA293475		0.000000	0.000000	0.000000	
SPROHSA296261		0.000000	0.000000	0.000000	
SPROHSA297503		0.000000	0.000000	0.000000	
SPROHSA297786		0.000000	0.000000	0.000000	
SPROHSA300084		0.000000	0.000000	0.000000	
SPROHSA303416		0.000000	0.000000	0.000000	
SPROHSA304545		0.000000	0.000000	0.000000	
SPROHSA306098		0.000000	0.000000	0.000000	
SPROHSA306150		0.000000	0.000000	0.000000	
SPROHSA307809		0.000000	0.000000	0.000000	
SPROHSA309651		0.000000	0.000000	0.000000	
SPROHSA311451		0.000000	0.000000	0.000000	
SPROHSA311879		0.000000	0.000000	0.000000	
SPROHSA312257		0.000000	0.000000	0.000000	
SPROHSA312803		0.000000	0.000000	0.000000	
SPROHSA31390		0.000000	0.000000	0.000000	
SPROHSA317085		0.000000	0.000000	0.000000	
SPROHSA317145		0.000000	0.000000	0.000000	
SPROHSA317885		0.000000	0.000000	0.000000	
SPROHSA319968		0.000000	0.000000	0.000000	
SPROHSA320627		0.000000	0.000000	0.000000	
SPROHSA32077		0.000000	0.000000	0.000000	
SPROHSA322367		0.000000	0.000000	0.000000	
SPROHSA322669		0.000000	0.000000	0.000000	
SPROHSA322865		0.000000	0.000000	0.000000	
SPROHSA324125		0.000000	0.000000	0.000000	
SPROHSA32477		0.000000	0.000000	0.000000	
SPROHSA325211		0.000000	0.000000	0.000000	
SPROHSA325790		0.000000	0.000000	0.000000	
SPROHSA326075		0.000000	0.000000	0.000000	
SPROHSA330245		0.000000	0.000000	0.000000	
SPROHSA331089		0.000000	0.000000	0.000000	
SPROHSA333691		0.000000	0.000000	0.000000	
SPROHSA334271		0.000000	0.000000	0.000000	
SPROHSA334832		0.000000	0.000000	0.000000	
SPROHSA336319		0.000000	0.000000	0.000000	
SPROHSA33718		0.000000	0.000000	0.000000	
SPROHSA337197		0.000000	0.000000	0.000000	
SPROHSA337655		0.000000	0.000000	0.000000	
SPROHSA337823		0.000000	0.000000	0.000000	
SPROHSA337947		0.000000	0.000000	0.000000	
SPROHSA338471		0.000000	0.000000	0.000000	
SPROHSA34033		0.000000	0.000000	0.000000	
SPROHSA341984		0.000000	0.000000	0.000000	
SPROHSA342784		0.000000	0.000000	0.000000	
SPROHSA343888		0.000000	0.000000	0.000000	
SPROHSA345134		0.000000	0.000000	0.000000	
SPROHSA345511		0.000000	0.000000	0.000000	
SPROHSA345619		0.000000	0.000000	0.000000	
SPROHSA346140		0.000000	0.000000	0.000000	
SPROHSA346881		0.000000	0.000000	0.000000	
SPROHSA347224		0.000000	0.000000	0.000000	
SPROHSA348075		0.000000	0.000000	0.000000	
SPROHSA349154		0.000000	0.000000	0.000000	
SPROHSA351562		0.000000	0.000000	0.000000	
SPROHSA355203		0.000000	0.000000	0.000000	
SPROHSA355986		0.000000	0.000000	0.000000	
SPROHSA357282		0.000000	0.000000	0.000000	
SPROHSA357607		0.000000	0.000000	0.000000	
SPROHSA359266		0.000000	0.000000	0.000000	
SPROHSA359490		0.000000	0.000000	0.000000	
SPROHSA359585		0.000000	0.000000	0.000000	
SPROHSA361470		0.000000	0.000000	0.000000	
SPROHSA361638		0.000000	0.000000	0.000000	
SPROHSA36349		0.000000	0.000000	0.000000	
SPROHSA366230		0.000000	0.000000	0.000000	
SPROHSA367345		0.000000	0.000000	0.000000	
SPROHSA367806		0.000000	0.000000	0.000000	
SPROHSA368856		0.000000	0.000000	0.000000	
SPROHSA376286		0.000000	0.000000	0.000000	
SPROHSA379610		0.000000	0.000000	0.000000	
SPROHSA380082		0.000000	0.000000	0.000000	
SPROHSA381483		0.000000	0.000000	0.000000	
SPROHSA383066		0.000000	0.000000	0.000000	
SPROHSA383608		0.000000	0.000000	0.000000	
SPROHSA385261		0.000000	0.000000	0.000000	
SPROHSA38636		0.000000	0.000000	0.000000	
SPROHSA388214		0.000000	0.000000	0.000000	
SPROHSA3893		0.000000	0.000000	0.000000	
SPROHSA389375		0.000000	0.000000	0.000000	
SPROHSA4270		0.000000	0.000000	0.000000	
SPROHSA42852		0.000000	0.000000	0.000000	
SPROHSA47501		0.000000	0.000000	0.000000	
SPROHSA47530		0.000000	0.000000	0.000000	
SPROHSA56798		0.000000	0.000000	0.000000	
SPROHSA57214		0.000000	0.000000	0.000000	
SPROHSA57910		0.000000	0.000000	0.000000	
SPROHSA59163		0.000000	0.000000	0.000000	
SPROHSA60618		0.000000	0.000000	0.000000	
SPROHSA63585		0.000000	0.000000	0.000000	
SPROHSA65298		0.000000	0.000000	0.000000	
SPROHSA65545		0.000000	0.000000	0.000000	
SPROHSA68796		0.000000	0.000000	0.000000	
SPROHSA7110		0.000000	0.000000	0.000000	
SPROHSA73392		0.000000	0.000000	0.000000	
SPROHSA73636		0.000000	0.000000	0.000000	
SPROHSA74913		0.000000	0.000000	0.000000	
SPROHSA75745		0.000000	0.000000	0.000000	
SPROHSA77199		0.000000	0.000000	0.000000	
SPROHSA78532		0.000000	0.000000	0.000000	
SPROHSA80230		0.000000	0.000000	0.000000	
SPROHSA83746		0.000000	0.000000	0.000000	
SPROHSA84856		0.000000	0.000000	0.000000	
SPROHSA88678		0.000000	0.000000	0.000000	
SPROHSA89184		0.000000	0.000000	0.000000	
SPROHSA96555		0.000000	0.000000	0.000000	
SPROHSA98929		0.000000	0.000000	0.000000	
P02666	CSN2	0.000000	0.000000	0.000000	
P02768	ALB	0.000000	0.000000	0.000000	
P02769	ALB	0.000000	0.000000	0.000000	
P04264	KRT1	0.000000	0.000000	0.000000	
P09211	GSTP1	0.000000	0.000000	0.000000	
P15559	NQO1	0.000000	0.000000	0.000000	
P35527	KRT9	0.000000	0.000000	0.000000	
P61769	B2M	0.000000	0.000000	0.000000	
P62979	RPS27A	0.000000	0.000000	0.000000	
P68871	HBB	0.000000	0.000000	0.000000	
P69905	HBA2	0.000000	0.000000	0.000000	
SPROHSA102475		0.000000	0.000000	0.000000	
SPROHSA10312		0.000000	0.000000	0.000000	
SPROHSA10503		0.000000	0.000000	0.000000	
SPROHSA106039		0.000000	0.000000	0.000000	
SPROHSA106580		0.000000	0.000000	0.000000	
SPROHSA106749		0.000000	0.000000	0.000000	
SPROHSA109636		0.000000	0.000000	0.000000	
SPROHSA111404		0.000000	0.000000	0.000000	
SPROHSA111640		0.000000	0.000000	0.000000	
SPROHSA112071		0.000000	0.000000	0.000000	
SPROHSA113417		0.000000	0.000000	0.000000	
SPROHSA11402		0.000000	0.000000	0.000000	
SPROHSA119041		0.000000	0.000000	0.000000	
SPROHSA119424		0.000000	0.000000	0.000000	
SPROHSA124705		0.000000	0.000000	0.000000	
SPROHSA12593		0.000000	0.000000	0.000000	
SPROHSA127156		0.000000	0.000000	0.000000	
SPROHSA128674		0.000000	0.000000	0.000000	
SPROHSA128753		0.000000	0.000000	0.000000	
SPROHSA129192		0.000000	0.000000	0.000000	
SPROHSA130249		0.000000	0.000000	0.000000	
SPROHSA13112		0.000000	0.000000	0.000000	
SPROHSA1336		0.000000	0.000000	0.000000	
SPROHSA135126		0.000000	0.000000	0.000000	
SPROHSA136629		0.000000	0.000000	0.000000	
SPROHSA13665		0.000000	0.000000	0.000000	
SPROHSA138661		0.000000	0.000000	0.000000	
SPROHSA139039		0.000000	0.000000	0.000000	
SPROHSA140159		0.000000	0.000000	0.000000	
SPROHSA142214		0.000000	0.000000	0.000000	
SPROHSA144070		0.000000	0.000000	0.000000	
SPROHSA144105		0.000000	0.000000	0.000000	
SPROHSA147469		0.000000	0.000000	0.000000	
SPROHSA148673		0.000000	0.000000	0.000000	
SPROHSA150978		0.000000	0.000000	0.000000	
SPROHSA152577		0.000000	0.000000	0.000000	
SPROHSA152620		0.000000	0.000000	0.000000	
SPROHSA156576		0.000000	0.000000	0.000000	
SPROHSA163560		0.000000	0.000000	0.000000	
SPROHSA172758		0.000000	0.000000	0.000000	
SPROHSA172893		0.000000	0.000000	0.000000	
SPROHSA175929		0.000000	0.000000	0.000000	
SPROHSA175976		0.000000	0.000000	0.000000	
SPROHSA182913		0.000000	0.000000	0.000000	
SPROHSA185607		0.000000	0.000000	0.000000	
SPROHSA186063		0.000000	0.000000	0.000000	
SPROHSA188008		0.000000	0.000000	0.000000	
SPROHSA191246		0.000000	0.000000	0.000000	
SPROHSA196019		0.000000	0.000000	0.000000	
SPROHSA196639		0.000000	0.000000	0.000000	
SPROHSA198712		0.000000	0.000000	0.000000	
SPROHSA212029		0.000000	0.000000	0.000000	
SPROHSA214277		0.000000	0.000000	0.000000	
SPROHSA214826		0.000000	0.000000	0.000000	
SPROHSA215576		0.000000	0.000000	0.000000	
SPROHSA217862		0.000000	0.000000	0.000000	
SPROHSA222157		0.000000	0.000000	0.000000	
SPROHSA239137		0.000000	0.000000	0.000000	
SPROHSA24151		0.000000	0.000000	0.000000	
SPROHSA241666		0.000000	0.000000	0.000000	
SPROHSA242311		0.000000	0.000000	0.000000	
SPROHSA24448		0.000000	0.000000	0.000000	
SPROHSA248934		0.000000	0.000000	0.000000	
SPROHSA252761		0.000000	0.000000	0.000000	
SPROHSA25706		0.000000	0.000000	0.000000	
SPROHSA262384		0.000000	0.000000	0.000000	
SPROHSA265865		0.000000	0.000000	0.000000	
SPROHSA275152		0.000000	0.000000	0.000000	
SPROHSA282712		0.000000	0.000000	0.000000	
SPROHSA292651		0.000000	0.000000	0.000000	
SPROHSA307064		0.000000	0.000000	0.000000	
SPROHSA316063		0.000000	0.000000	0.000000	
SPROHSA32210		0.000000	0.000000	0.000000	
SPROHSA322340		0.000000	0.000000	0.000000	
SPROHSA324804		0.000000	0.000000	0.000000	
SPROHSA328082		0.000000	0.000000	0.000000	
SPROHSA339629		0.000000	0.000000	0.000000	
SPROHSA344206		0.000000	0.000000	0.000000	
SPROHSA347195		0.000000	0.000000	0.000000	
SPROHSA35348		0.000000	0.000000	0.000000	
SPROHSA361304		0.000000	0.000000	0.000000	
SPROHSA36283		0.000000	0.000000	0.000000	
SPROHSA367545		0.000000	0.000000	0.000000	
SPROHSA368850		0.000000	0.000000	0.000000	
SPROHSA38061		0.000000	0.000000	0.000000	
SPROHSA383921		0.000000	0.000000	0.000000	
SPROHSA84030		0.000000	0.000000	0.000000	
P12081	HARS1	0.000000	0.000000	0.000000	
SPROHSA102149		0.000000	0.000000	0.000000	
SPROHSA103548		0.000000	0.000000	0.000000	
SPROHSA1100		0.000000	0.000000	0.000000	
SPROHSA114344		0.000000	0.000000	0.000000	
SPROHSA122842		0.000000	0.000000	0.000000	
SPROHSA124458		0.000000	0.000000	0.000000	
SPROHSA128077		0.000000	0.000000	0.000000	
SPROHSA129297		0.000000	0.000000	0.000000	
SPROHSA134655		0.000000	0.000000	0.000000	
SPROHSA137686		0.000000	0.000000	0.000000	
SPROHSA143944		0.000000	0.000000	0.000000	
SPROHSA153552		0.000000	0.000000	0.000000	
SPROHSA172740		0.000000	0.000000	0.000000	
SPROHSA17642		0.000000	0.000000	0.000000	
SPROHSA177431		0.000000	0.000000	0.000000	
SPROHSA183473		0.000000	0.000000	0.000000	
SPROHSA184306		0.000000	0.000000	0.000000	
SPROHSA196248		0.000000	0.000000	0.000000	
SPROHSA209188		0.000000	0.000000	0.000000	
SPROHSA223237		0.000000	0.000000	0.000000	
SPROHSA227841		0.000000	0.000000	0.000000	
SPROHSA230515		0.000000	0.000000	0.000000	
SPROHSA271824		0.000000	0.000000	0.000000	
SPROHSA284183		0.000000	0.000000	0.000000	
SPROHSA286698		0.000000	0.000000	0.000000	
SPROHSA306126		0.000000	0.000000	0.000000	
SPROHSA330618		0.000000	0.000000	0.000000	
SPROHSA65924		0.000000	0.000000	0.000000	
SPROHSA103905		0.000000	0.000000	0.000000	
SPROHSA106668		0.000000	0.000000	0.000000	
SPROHSA115466		0.000000	0.000000	0.000000	
SPROHSA125018		0.000000	0.000000	0.000000	
SPROHSA127725		0.000000	0.000000	0.000000	
SPROHSA1404		0.000000	0.000000	0.000000	
SPROHSA15541		0.000000	0.000000	0.000000	
SPROHSA165097		0.000000	0.000000	0.000000	
SPROHSA168892		0.000000	0.000000	0.000000	
SPROHSA171185		0.000000	0.000000	0.000000	
SPROHSA17856		0.000000	0.000000	0.000000	
SPROHSA188689		0.000000	0.000000	0.000000	
SPROHSA198042		0.000000	0.000000	0.000000	
SPROHSA262363		0.000000	0.000000	0.000000	
SPROHSA119544		0.000000	0.000000	0.000000	
SPROHSA127199		0.000000	0.000000	0.000000	
SPROHSA13294		0.000000	0.000000	0.000000	
SPROHSA193964		0.000000	0.000000	0.000000	
SPROHSA204489		0.000000	0.000000	0.000000	
SPROHSA20578		0.000000	0.000000	0.000000	
SPROHSA241444		0.000000	0.000000	0.000000	
SPROHSA264393		0.000000	0.000000	0.000000	
SPROHSA289841		0.000000	0.000000	0.000000	
SPROHSA1022		0.000000	0.000000	0.000000	
SPROHSA104937		0.000000	0.000000	0.000000	
SPROHSA117609		0.000000	0.000000	0.000000	
SPROHSA123367		0.000000	0.000000	0.000000	
SPROHSA155825		0.000000	0.000000	0.000000	
SPROHSA172992		0.000000	0.000000	0.000000	
SPROHSA177144		0.000000	0.000000	0.000000	
SPROHSA293685		0.000000	0.000000	0.000000	
SPROHSA75303		0.000000	0.000000	0.000000	
SPROHSA167240		0.000000	0.000000	0.000000	
SPROHSA19857		0.000000	0.000000	0.000000	
SPROHSA200548		0.000000	0.000000	0.000000	
SPROHSA112179		0.000000	0.000000	0.000000	
SPROHSA212065		0.000000	0.000000	0.000000	
SPROHSA378986		0.000000	0.000000	0.000000	
SPROHSA115329		0.000000	0.000000	0.000000	
SPROHSA121001		0.000000	0.000000	0.000000	
SPROHSA122027		0.000000	0.000000	0.000000	
SPROHSA316171		0.000000	0.000000	0.000000	
SPROHSA18550		0.000000	0.000000	0.000000	
SPROHSA77128		0.000000	0.000000	0.000000	
SPROHSA122563		0.000000	0.000000	0.000000	
SPROHSA162011		0.000000	0.000000	0.000000	
SPROHSA237119		0.000000	0.000000	0.000000	
SPROHSA173037		0.000000	0.000000	0.000000	
SPROHSA382459		0.000000	0.000000	0.000000	
SPROHSA239344		0.000000	0.000000	0.000000	
SPROHSA233669		0.000000	0.000000	0.000000	
SPROHSA129911		0.000000	0.000000	0.000000	
SPROHSA15690		0.000000	0.000000	0.000000	
SPROHSA127137		0.000000	0.000000	0.000000	
SPROHSA61127		0.000000	0.000000	0.000000	
SPROHSA121449		0.000000	0.000000	0.000000	
SPROHSA13784		0.000000	0.000000	0.000000	
SPROHSA120687		0.000000	0.000000	0.000000	
SPROHSA12555		0.000000	0.000000	0.000000	
SPROHSA154284		0.000000	0.000000	0.000000	
SPROHSA169142		0.000000	0.000000	0.000000	
SPROHSA244613		0.000000	0.000000	0.000000	
SPROHSA34672		0.000000	0.000000	0.000000	
SPROHSA10968		0.000000	0.000000	0.000000	
SPROHSA151655		0.000000	0.000000	0.000000	
SPROHSA164396		0.000000	0.000000	0.000000	
SPROHSA183455		0.000000	0.000000	0.000000	
SPROHSA318268		0.000000	0.000000	0.000000	
SPROHSA277826		0.000000	0.000000	0.000000	
SPROHSA107342		0.000000	0.000000	0.000000	
SPROHSA119261		0.000000	0.000000	0.000000	
SPROHSA13008		0.000000	0.000000	0.000000	
SPROHSA137946		0.000000	0.000000	0.000000	
SPROHSA152115		0.000000	0.000000	0.000000	
SPROHSA15638		0.000000	0.000000	0.000000	
SPROHSA156680		0.000000	0.000000	0.000000	
SPROHSA146968		0.000000	0.000000	0.000000	
SPROHSA169902		0.000000	0.000000	0.000000	
SPROHSA200379		0.000000	0.000000	0.000000	
SPROHSA130091		0.000000	0.000000	0.000000	
SPROHSA135674		0.000000	0.000000	0.000000	
SPROHSA139190		0.000000	0.000000	0.000000	
SPROHSA104015		0.000000	0.000000	0.000000	
SPROHSA12089		0.000000	0.000000	0.000000	
SPROHSA194119		0.000000	0.000000	0.000000	
SPROHSA201014		0.000000	0.000000	0.000000	
SPROHSA124194		0.000000	0.000000	0.000000	
SPROHSA127425		0.000000	0.000000	0.000000	
SPROHSA102051		0.000000	0.000000	0.000000	
SPROHSA3920		0.000000	0.000000	0.000000	
SPROHSA136894		0.000000	0.000000	0.000000	
SPROHSA215114		0.000000	0.000000	0.000000	
SPROHSA2468		0.000000	0.000000	0.000000	
SPROHSA71242		0.000000	0.000000	0.000000	
SPROHSA10897		0.000000	0.000000	0.000000	
SPROHSA15961		0.000000	0.000000	0.000000	
SPROHSA166373		0.000000	0.000000	0.000000	
SPROHSA100035		0.000000	0.000000	0.000000	
SPROHSA104367		0.000000	0.000000	0.000000	
SPROHSA156559		0.000000	0.000000	0.000000	
SPROHSA157060		0.000000	0.000000	0.000000	
SPROHSA214820		0.000000	0.000000	0.000000	
SPROHSA32072		0.000000	0.000000	0.000000	
SPROHSA38938		0.000000	0.000000	0.000000	
SPROHSA384626		0.000000	0.000000	0.000000	
SPROHSA100116		0.000000	0.000000	0.000000	
SPROHSA27844		0.000000	0.000000	0.000000	
SPROHSA16053		0.000000	0.000000	0.000000	
SPROHSA221893		0.000000	0.000000	0.000000	
SPROHSA72541		0.000000	0.000000	0.000000	
SPROHSA102877		0.000000	0.000000	0.000000	
SPROHSA1177		0.000000	0.000000	0.000000	
SPROHSA109188		0.000000	0.000000	0.000000	
SPROHSA122853		0.000000	0.000000	0.000000	
SPROHSA123026		0.000000	0.000000	0.000000	
SPROHSA199782		0.000000	0.000000	0.000000	
SPROHSA145732		0.000000	0.000000	0.000000	
SPROHSA216908		0.000000	0.000000	0.000000	
SPROHSA257719		0.000000	0.000000	0.000000	
SPROHSA169996		0.000000	0.000000	0.000000	
SPROHSA107022		0.000000	0.000000	0.000000	
SPROHSA137522		0.000000	0.000000	0.000000	
SPROHSA104569		0.000000	0.000000	0.000000	
SPROHSA138593		0.000000	0.000000	0.000000	
SPROHSA144378		0.000000	0.000000	0.000000	
SPROHSA153057		0.000000	0.000000	0.000000	
SPROHSA267519		0.000000	0.000000	0.000000	
SPROHSA284420		0.000000	0.000000	0.000000	
SPROHSA223670		0.000000	0.000000	0.000000	
SPROHSA11626		0.000000	0.000000	0.000000	
SPROHSA368385		0.000000	0.000000	0.000000	
SPROHSA104295		0.000000	0.000000	0.000000	
SPROHSA211630		0.000000	0.000000	0.000000	
SPROHSA126116		0.000000	0.000000	0.000000	
SPROHSA160226		0.000000	0.000000	0.000000	
SPROHSA171960		0.000000	0.000000	0.000000	
SPROHSA194972		0.000000	0.000000	0.000000	
SPROHSA114313		0.000000	0.000000	0.000000	
SPROHSA261177		0.000000	0.000000	0.000000	
SPROHSA176574		0.000000	0.000000	0.000000	
SPROHSA182333		0.000000	0.000000	0.000000	
SPROHSA142678		0.000000	0.000000	0.000000	
SPROHSA10560		0.000000	0.000000	0.000000	
SPROHSA180861		0.000000	0.000000	0.000000	
SPROHSA192079		0.000000	0.000000	0.000000	
SPROHSA194075		0.000000	0.000000	0.000000	
SPROHSA171863		0.000000	0.000000	0.000000	
SPROHSA381385		0.000000	0.000000	0.000000	
SPROHSA61541		0.000000	0.000000	0.000000	
